TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
551	Sabre Lupin	196612	11		5	47	221	170	146	182		111	57	7089	840	900				2500	6300	129	73			385	404	47	190	50	50	50	50	50	50	50	50			6417																			2500																							138	152		1	5	1	3								2	1.600000024		0	1	1	1								
552	Howling Lupin	196612	11		5	48	230	175	152	187		115	58	7514	865	928				2500	6300	132	74			402	422	47	210	50	50	50	50	50	50	50	50			6839																			2500																							143	158		1	5	1	3								2	1.600000024		0	1	1	1								
553	Crasher Lupin	196612	11		5	49	240	180	159	193		118	60	7832	890	956				2500	6500	135	76			419	439	47	210	50	50	50	50	50	50	50	50			7279																			2500																							147	163		1	5	1	3								2	1.600000024		0	1	1	1								
554	Curse Lupin	196612	11		5	49	234	180	163	190		125	120	46989	890	956				2500	6000	135	76			262	275	47	210	30	30	30	30	100	50	50	50			17469									280	310									2500																							368	408		1	5	1	3						5	FFFF00	3	1.899999976	1	0		1	1								
555	Karencha	196612	11		5	49	234	180	163	190		125	120	46989	890	956				2500	6000	135	76			262	275	47	210	30	30	30	30	100	50	50	50			17469									280	310									2500																							368	408		1	5	1	3						5	FFFF00	3	1.899999976	1	0		1	1								
556	Dark Cruster	196612	11		5	47	199	147	135	164		104	49	7089	840	900				1110	4550	129	73			348	366	37	180	50	50	50	50	50	50	50	50			6417																			2500																							138	152		1	5	1	3								2	1.600000024		1	1	1									
557	Eye Cruster	196612	11		5	48	221	167	148	180		112	56	7514	865	928				1110	5300	132	74			385	404	42	170	50	50	50	50	50	50	50	50			6839																			2500																							143	158		1	5	1	3								2	1.600000024		1	1	1									
558	Sevent	196612	11		5	49	258	179	177	209		135	119	103583	942	1013				1540	6300	141	80			819	860	25	370	50	50	50	50		100	50	50			34539											439	485							2500																							588	652		1	5	1	3						6	BDA66B	4	2.099999905		1		1	1								
559	Dark Underbat	196612	11		5	46	199	153	135	163		103	51	6679	815	872				3100	5000	126	71			348	365	42	130	50	50	50	50	50	50	50	50			6018																			2500																							134	148		1	5	1	3								2	1.600000024		0	1	1	1								
560	Scream Underbat	196612	11		5	47	205	149	139	168		106	50	7089	840	900				3100	4550	129	73			358	376	37	130	50	50	50	50	50	50	50	50			6417																			2500																							138	152		1	5	1	3								2	1.600000024		0	1	1									
561	Vampire Slave	196612	11		5	46	202	149	135	166		103	50	6679	815	872				1100	4500	126	71			354	371	37	170	50	50	50	50	50	50	50	50			6018																			2500																							134	148		1	5	1	3								2	1.600000024		0	1	1	1								
562	Vampire Servant	196612	11		5	47	214	162	143	175		109	54	7089	840	900				1100	5000	129	73			374	393	42	210	50	50	50	50	50	50	50	50			6417																			2500																							138	152		1	5	1	3								2	1.600000024		0	1	1	1								
563	Lucibel	196612	11		5	48	251	176	172	203		131	118	97925	916	984				1100	6000	138	78			797	837	25	210	50	50	50	50		50	100	50			32510													427	471					2500																							572	632		1	5	1	3						8	BDA66B	4	2.099999905		0		2	1								
564	Vampire Assassin	196612	11		5	48	224	164	148	183		112	55	7514	865	928				1100	5000	132	74			391	411	42	210	50	50	50	50	50	50	50	50			6839																			2500																							143	158		1	5	1	3								2	1.600000024		0	1	1	1								
565	Vampire Guard	196612	11		5	49	237	180	157	193		118	60	7832	890	956				1100	5500	135	76			413	434	47	210	50	50	50	50	50	50	50	50			7279																			2500																							147	163		1	5	1	3								2	1.600000024		0	1	1	1								
566	Vampire Royal Guard	196612	11		5	50	244	186	161	198		122	62	8160	916	984				1100	5500	138	78			425	446	47	210	50	50	50	50	50	50	50	50			7740																			2500																							152	168		1	5	1	3								2	1.600000024		0	1	1	1								
567	White Horse	196672	1			35															9000																																																																														1		1	1								
568	Lightly-armored White Horse	196672	1			50															10500																																																																														1		1	1								
569	Heavily-armored White Horse	196672	1			61															12000																																																																														1		1	1								
570	Black Horse	196672	1			36															9000																																																																														1		1	1								
571	Lightly-armored Black Horse	196672	1			51															10500																																																																														1		1	1								
572	Heavily-armored Black Horse	196672	1			62															12000																																																																														1		1	1								
573	Black Desert Rhino	196672	2			35															9000																																																																														1		1	1								
574	Lightly-armored Black Desert Rhino	196672	2			50															10500																																																																														1		1	1								
575	Heavily-armored Black Desert Rhino	196672	2			61															12000																																																																														1		1	1								
576	�޸�NPC���ھ���	2																																																																																																	0											
577	�޸�NPC���ھ���	2																																																																																																	0											
578	�޸�NPC��γ��ھ	2																																																																																																	0											
579	�޸�NPC���ڳ��	2																																																																																																	0											
580	�޸�NPC����	2																																																																																																	0											
581	�޸�NPC����Ÿ	2																																																																																																	0											
582	�޸�NPC�̽��͸���	2																																																																																																	0											
583	�޸�NPC�ȵ巹	2																																																																																																	0											
584	�޸�NPC�ƺ���	2																																																																																																	0											
585	�޸�NPC����	2																																																																																																	0											
586	�޸�NPC����	2																																																																																																	0											
587	��ũNPC���Ҹ���	2																																																																																																	0											
588	��ũNPC�ĸ�v	2																																																																																																	0											
589	��ũNPC�����	2																																																																																																	0											
590	��ũNPC�۷�	2																																																																																																	0											
591	��ũNPC��	2																																																																																																	0											
592	��ũNPC�����	2																																																																																																	0											
593	��ũNPCŸ��	2																																																																																																	0											
594	��ũNPC�ĸ�*	2																																																																																																	0											
595	��ũNPC�5��	2																																																																																																	0											
596	�޸�NPC���3�����	2																																																																																																	0											
597	�޸�NPC�Ḯ��	2																																																																																																	0											
598	�޸�NPC����	2																																																																																																	0											
599	��ũNPC�ϸ�ũ	2																																																																																																	0											
600	��ũNPC����ũ	2																																																																																																	0											
601	��ũNPC�ٴ�Ÿ	2																																																																																																	0											
602	Gray Desert Rhino	196672	2			36															9000																																																																														1		1	1								
604	Lightly-armored Gray Desert Rhino	196672	2			51															10500																																																																														1		1	1								
605	Heavily-armored Gray Desert Rhino	196672	2			62															12000																																																																														1		1	1								
606	Albileon	196672	3			35															9000																																																																														1		1	1								
607	Lightly-armored Albileon	196672	3			50															10500																																																																														1		1	1								
608	Heavily-armored Albileon	196672	3			61															12000																																																																														1		1	1								
609	Careleon	196672	3			36															9000																																																																														1		1	1								
610	Lightly-armored Careleon	196672	3			51															10500																																																																														1		1	1								
611	Heavily-armored Careleon	196672	3			62															12000																																																																														1		1	1								
612	Ignatus	196612	11		5	51	276	167	181	224		135		558210	994	1071					250	148	84			700	735	18	2800	50	50	50	50	50	50	50	50			116676																			2500																							628	692		1	5	1	3							BDA66B	4	12		0					1						
613	Tuuga	196612				10	34	26	21	29		17	4	387	136	117				2000	7000	35	20			42	44	36	250	100		50	50	50	50	50	50				45	49																	1800																										1	5	1	3						1				3	0		1	1								
614	MoonElf Expedition Mount	196672	3			1															12000																																																																														1		1	1								
615	Shakhan	196612	11		5	9	39	28	24	33		19	9	3684	148	131				3000	8000	37	21			87	91	25	320	50	50		100	50	50	50	50			1267					47	51													2500																							84	92		1	5	1	3						4	BD806B	3	1.899999976	4	0		1	1								
616	Orc Expedition Mount	196672	3			1															12000																																																																														1		1	1								
617	Halluminel	196612	11		5	11	37	27	22	32		17	4	1842	148	131				3000	5000	37	21			73	76	37	800	50	50	50	50	50	50	50	50			604																			2500																							63	68		1	5	1	3							BDA66B	2	1.5		2		1	1		1						
618	Boss Samuel	196612	11		5	15	61	43	39	51		31	14	5820	229	221				1300	5800	50	28			134	141	25	270	30	30	30	30	100	50	50	50			1652									72	80									2500																							128	144		1	5	1	3						5	F15D5D	3	1.899999976	1	0		2	1								
619	Arniel	196612	11		5	16	54	39	33	45		26	7	2694	214	205				3000	5000	48	27			103	109	42	800	50	50	50	50	50	50	50	50			743																			2500																							85	95		1	5	1	3							BDA66B	2	1.5		2		1	1		1						
620	Kaijan	196612	11		5	20	83	59	55	69		42	20	8400	309	310				3000	9800	61	35			180	189	25	470	30	30	30	30	100	50	50	50			2296									96	106									2500																							176	192		1	5	1	3						5	F15D5D	3	1.899999976	1	0		1	1								
621	Lady Lien	196612	11		5	22	79	59	51	65		39	10	4200	309	310				3000	5500	61	35			151	158	42	800	50	50	50	50	50	50	50	50			1093																			2500																							120	135		1	5	1	3							BDA66B	2	1.5		2		1	1		1						
622	Silver Lycanto	196612	11		5	15	50	38	32	42		25	13	2592	200	189				2500	5500	46	26			39	41	42	210	50	50		100	50	50	50	50			845					42	46													2500																							80	90		1	5	1	3						4	FFFF00	2	1.299999952	4	0		1	1								
623	Hukarung	196612	11		5	24	103	73	69	84		53	24	10896	380	389				1800	6300	70	40			221	232	25	270	50	50		100	50	50	50	50			3100					119	131													2500																							216	240		1	5	1	3						4	BD806B	3	1.899999976	4	0		1									
624	Bleezers	196612	11		5	26	100	74	65	83		49	12	5448	380	389				3700	5700	70	40			189	199	47	190	50	50	50	50	50	50	50	50			1476																			2500																							150	165		1	5	1	3							BDA66B	2	1.5		0		1	2								
625	Ankagious	196612	11		5	28	109	83	71	89		54	14	6588	418	431				1500	5500	75	42			205	215	47	200	50	50	50	50	50	50	50	50			1700																			2500																							165	180		1	5	1	3							BDA66B	2	1.5		0		1	3								
626	Jewel Digger	196612	11		5	88	135	93	91	110		70	31	200000	498	520				1500	6000	86	48			3000	3100	25	200	50	50		100	50	50	50	50			4591					3500	3600													2500																							50000	60000		1	5	1	3						4	FFA600	3	1.899999976	4	0		1	1								
627	Lakatamara	196612	11		5	33	153	105	104	124		79	35	19836	561	590				1300	7500	95	53			325	342	25	550	50	50		100	50	50	50	50			5498					174	192													2500																							332	364		1	5	1	3						4	BD806B	3	1.899999976	4	0		1	1								
628	Wilnar	196612	11		5	33	128	97	85	106		65	16	8694	519	543				1100	5000	89	50			241	253	37	210	50	50	50	50	50	50	50	50			2323																			2500																							208	228		1	5	1	3							BDA66B	2	1.5		0		1	1								
629	Queen Firianes	196612	11		5	35	165	114	112	134		85	38	22032	605	638				1540	6300	100	56			351	368	25	370	50	50	50	50		100	50	50			6167											188	208							2500																							356	396		1	5	1	3						6	BD806B	3	1.899999976		1		1	1								
630	Dark Wyvern	196612	11		5	43	198	150	137	158		103	50	15294	742	791				3240	5200	118	65			147	155	47	310	50	50		100	50	50	50	50			4932					158	174													2500																							303	333		1	5	1	3						4	FFFF00	2	1.299999952	4	0		1	1								
631	Darkhan	196612	11		5	37	154	116	102	126		78	19	11016	605	638				2340	5000	100	56			288	302	42	290	50	50	50	50	50	50	50	50			2937																			2500																							243	268		1	5	1	3							BDA66B	2	1.5		0		1	2								
632	Dreadwolf	196612	11		5	44	204	163	134	166		101	27	2616	766	818				1280	6500	121	67			237	249	52	190	50	50	50	50	50	50	50	50			2198																			2500																							124	138		1	5	1	3								1	1		1	1	1	2								
