TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Part	Kind	ItemType	Type	SubType	ExtraType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	NPC Charisma Price	NPC Shrine Coin	PC Charisma Price	PC Shrine Coin	NPC Arena Coin	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling	QuestItem	Gacha_Type_Numer	GachaRank	Gacha_Point_Type	StaminaCure	RemainPetStamina	GachaMinLv	GachaMaxLv	Item_section_num	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
2490	Eyes Wisher Boots	60	54	65	4	2		7	1	0								7	100	3	11968874		43680	1820								3	47	2	2	1	3																					8			9																																		15	Unique Armor	157	Sorcerer(Orc)	14																			73;71;72;100	1		2	2				54	69				
2491	Far Challenge Garb	35	29	40	4	2		2	1	0								6	300	2	16777040		18144	756								2	61	2	4	3	5																					11																																					13	Rare Armor	137	Sorcerer(Orc)	11																				1		2	1				29	41				
2492	Far Challenge Headband	35	29	40	4	2		3	1	0								6	300	2	16777040		3648	152								2	27			1	2																					3																																					13	Rare Armor	137	Sorcerer(Orc)	11																				1		2	1				29	41				
2493	???????? Arms							4	1	0																																																0																																																																									
2494	Far Challenge Bracelets	35	29	40	4	2		5	1	0								6	300	2	16777040		3648	152								2	40	2	2	1	3																					5	4																																				13	Rare Armor	137	Sorcerer(Orc)	11																				1		2	1				29	41				
2495	Far Challenge Kilt	35	29	40	4	2		6	1	0								6	300	2	16777040		7296	304								2	54	2	3	2	4																					8																																					13	Rare Armor	137	Sorcerer(Orc)	11																				1		2	1				29	41				
2496	Far Challenge Boots	35	29	40	4	2		7	1	0								6	300	2	16777040		3648	152								2	40	2	2	1	3																					5			4																																		13	Rare Armor	137	Sorcerer(Orc)	11																				1		2	1				29	41				
2497	Hiddensense Garb	44	38	49	4	2		2	1	0								6	300	2	16777040		54720	2280								2	61	2	4	3	5																					13																																					13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				38	50				
2498	Hiddensense Headband	44	38	49	4	2		3	1	0								6	300	2	16777040		10944	456								2	27			1	2																					4																																					13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				38	50				
2499	???????? Arms							4	1	0																																																0																																																																									
2500	Hiddensense Armlets	44	38	49	4	2		5	1	0								6	300	2	16777040		10944	456								2	40	2	2	1	3																					6	5																																				13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				38	50				
2501	Hiddensense Kilt	44	38	49	4	2		6	1	0								6	300	2	16777040		21888	912								2	54	2	3	2	4																					9																																					13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				38	50				
2502	Hiddensense Boots	44	38	49	4	2		7	1	0								6	300	2	16777040		10944	456								2	40	2	2	1	3																					6			5																																		13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				38	50				
2503	Silhouetten Garb	52	46	57	4	2		2	1	0								6	300	2	16777040		139200	5800								2	61	2	4	3	5																					15																																					13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				46	61				
2504	Silhouetten Headband	52	46	57	4	2		3	1	0								6	300	2	16777040		27840	1160								2	27			1	2																					4																																					13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				46	61				
2505	???????? Arms							4	1	0																																																0																																																																									
2506	Silhouetten Armlets	52	46	57	4	2		5	1	0								6	300	2	16777040		27840	1160								2	40	2	2	1	3																					7	6																																				13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				46	61				
2507	Silhouetten Kilt	52	46	57	4	2		6	1	0								6	300	2	16777040		55680	2320								2	54	2	3	2	4																					11																																					13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				46	61				
2508	Silhouetten Boots	52	46	57	4	2		7	1	0								6	300	2	16777040		27840	1160								2	40	2	2	1	3																					7			6																																		13	Rare Armor	137	Sorcerer(Orc)	12																				1		2	1				46	61				
2509	Candlesweep Garb	60	54	65	4	2		2	1	0								6	300	2	16777040		187200	7800								2	61	2	4	3	5																					16																																					13	Rare Armor	137	Sorcerer(Orc)	13																				1		2	1				54	69				
2510	Candlesweep Headband	60	54	65	4	2		3	1	0								6	300	2	16777040		37440	1560								2	27			1	2																					4																																					13	Rare Armor	137	Sorcerer(Orc)	13																				1		2	1				54	69				
2511	?????????? Arms							4	1	0																																																0																																																																									
2512	Candlesweep Armlets	60	54	65	4	2		5	1	0								6	300	2	16777040		37440	1560								2	40	2	2	1	3																					7	7																																				13	Rare Armor	137	Sorcerer(Orc)	13																				1		2	1				54	69				
2513	Candlesweep Kilt	60	54	65	4	2		6	1	0								6	300	2	16777040		74880	3120								2	54	2	3	2	4																					12																																					13	Rare Armor	137	Sorcerer(Orc)	13																				1		2	1				54	69				
2514	Candlesweep Boots	60	54	65	4	2		7	1	0								6	300	2	16777040		37440	1560								2	40	2	2	1	3																					7			7																																		13	Rare Armor	137	Sorcerer(Orc)	13																				1		2	1				54	69				
2515	Forgotten Jewel									2	0			1							16766615																																																																																																														
2516	Map of Forgotten Grave									2	0			1							16766615																																																																																																														
2517	Forbidden Mine Map									2	0			1							16766615																																																																																																														
2518	Map of Tombs of the Dead									2	0			1							16766615																																																																																																														
2519	Sealed Map of Mine									2	0			1							16766615																																																																																																														
2520	Lost Painting									2	0			1							16766615																																																																																																														
2521	Sigillion's Petal									2	0			1							16766615									25																																																																																																					
2522	Antusma Root									2	0			1							16766615																																																																																																														
2523	Duarius' Stem									2	0			1							16766615																																																																																																														
2524	Discarded Weapon									2	0			1							16766615																																																																																																														
2525	Watchman's Sword									2	0			1							16766615									20																																																																																																					
2526	Eternal Light									2	0			1							16766615																																																																																																														
2527	Old Crate									2	0			1							16766615									20																																																																																																					
2528	Old Stone Tablet									2	0			1							16766615									25																																																																																																					
2529	Hidden Epitaph									2	0			1							16766615																																																																																																														
2530	Discarded Cargo Box									2	0			1							16766615																																																																																																														
2531	Warning									2	0			1							16766615																																																																																																														
2532	Fine Perfume									2	0			1							16766615																																																																																																														
2533	Thieves' Dagger									2	0			1							16766615																																																																																																														
2534	Poisoned Leaf									2	0			1							16766615																																																																																																														
2535	Star's Crest									2	0			1							16766615																																																																																																														
2536	Gleaming Book									2	0			1							16766615																																																																																																														
2537	The Fruit of Good and Evil									2	0			1							16766615																																																																																																														
2538	Hand Made Liquor									2	0			1							16766615																																																																																																														
2539	Skita's Axe									2	0			1							16766615																																																																																																														
2540	Traveler's Ashes									2	0			1							16766615																																																																																																														
2541	Orb Box									2	0			1							16766615																																																																																																														
2542	Legendary Cooking Utensils									2	0			1							16766615																																																																																																														
2543	Ancestors' Stone									2	0			1							16766615																																																																																																														
2544	Food to Comfort the Dead									2	0			1							16766615																																																																																																														
2545	Concentration Bow									2	0			1							16766615																																																																																																														
2546	Potion of Fortification									2	0			1							16766615																																																																																																														
2547	Koop's Throwing Knife									2	0			1							16766615																																																																																																														
2548	Arrow Shaft Chest									2	0			1							16766615																																																																																																														
2549	Cosmetics									2	0			1							16766615																																																																																																														
2550	Black Body Fluids									2	0			1							16766615																																																																																																														
2551	Valuables Box									2	0			1							16766615																																																																																																														
2552	Necklace of Memory									2	0			1							16766615																																																																																																														
2553	Hard Crystal									2	0			1							16766615																																																																																																														
2554	Treasure Chest									2	0			1							16766615																																																																																																														
2555	Bolko's Seed									2	0			1							16766615																																																																																																														
2556	Secret Pouch									2	0			1							16766615																																																																																																														
2557	Orb of Light									2	0			1							16766615																																																																																																														
2558	Order of the Dead									2	0			1							16766615																																																																																																														
